시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
192.78,-0.22,1.71,1.58,0.06,0.08,0.09,0.13,1140.11,31.23,0.0,621.07,-2.08
192.79,-0.22,1.64,1.58,0.04,0.07,0.08,0.13,1145.44,31.24,0.0,620.84,-2.07
192.8,-0.23,1.59,1.59,0.04,0.06,0.07,0.13,1151.23,31.24,0.0,620.72,-2.14
192.81,-0.24,1.6,1.6,0.04,0.05,0.06,0.12,1156.57,31.24,0.0,620.75,-2.26
192.82,-0.26,1.65,1.61,0.04,0.05,0.04,0.11,1160.51,31.24,0.0,620.89,-2.42
192.83,-0.27,1.7,1.63,0.05,0.05,0.03,0.09,1162.1,31.24,0.0,621.02,-2.56
192.84,-0.28,1.72,1.65,0.06,0.06,0.02,0.07,1161.1,31.24,0.0,621.05,-2.66
192.85,-0.28,1.7,1.66,0.07,0.06,0.03,0.06,1159.0,31.23,0.0,620.99,-2.7
192.86,-0.27,1.67,1.67,0.07,0.07,0.04,0.05,1158.94,31.23,0.0,620.96,-2.66
192.87,-0.25,1.66,1.67,0.08,0.09,0.05,0.05,1163.03,31.23,0.0,621.04,-2.52
192.88,-0.23,1.67,1.67,0.08,0.1,0.07,0.06,1169.86,31.23,0.0,621.23,-2.34
192.89,-0.21,1.7,1.66,0.07,0.11,0.08,0.07,1175.41,31.22,0.0,621.49,-2.18
192.9,-0.19,1.74,1.65,0.07,0.11,0.09,0.09,1176.64,31.22,0.0,621.78,-2.07
192.91,-0.17,1.78,1.64,0.07,0.1,0.09,0.11,1174.21,31.22,0.0,622.01,-2.04
192.92,-0.16,1.81,1.63,0.07,0.09,0.1,0.12,1171.78,31.22,0.0,622.06,-2.06
192.93,-0.16,1.84,1.64,0.05,0.08,0.09,0.13,1172.52,31.23,0.0,621.85,-2.14
192.94,-0.17,1.85,1.64,0.04,0.07,0.09,0.13,1176.71,31.24,0.0,621.47,-2.23
192.95,-0.18,1.84,1.66,0.03,0.05,0.07,0.13,1182.84,31.25,0.0,621.06,-2.32
192.96,-0.19,1.82,1.67,0.02,0.05,0.05,0.12,1189.19,31.25,0.0,620.72,-2.41
192.97,-0.19,1.79,1.68,0.03,0.04,0.03,0.1,1194.17,31.25,0.0,620.52,-2.48
192.98,-0.19,1.78,1.7,0.03,0.04,0.02,0.09,1196.48,31.24,0.0,620.43,-2.51
192.99,-0.2,1.79,1.72,0.05,0.05,0.02,0.07,1195.78,31.23,0.0,620.43,-2.49
193.0,-0.21,1.83,1.73,0.07,0.05,0.02,0.06,1193.07,31.22,0.0,620.5,-2.44
193.01,-0.23,1.88,1.74,0.09,0.06,0.03,0.05,1190.04,31.22,0.0,620.7,-2.38
193.02,-0.24,1.92,1.75,0.1,0.08,0.04,0.05,1187.96,31.22,0.0,621.04,-2.33
193.03,-0.25,1.96,1.75,0.1,0.09,0.04,0.05,1186.57,31.22,0.0,621.45,-2.31
193.04,-0.25,1.98,1.74,0.1,0.1,0.04,0.05,1183.73,31.23,0.0,621.73,-2.29
193.05,-0.24,2.0,1.73,0.09,0.11,0.05,0.06,1177.83,31.23,0.0,621.77,-2.29
193.06,-0.23,2.02,1.72,0.08,0.11,0.07,0.07,1170.69,31.23,0.0,621.61,-2.29
193.07,-0.22,2.02,1.71,0.07,0.1,0.08,0.08,1167.17,31.22,0.0,621.36,-2.34
193.08,-0.2,2.01,1.71,0.05,0.08,0.09,0.1,1170.63,31.22,0.0,621.17,-2.44
193.09,-0.19,1.99,1.72,0.04,0.07,0.08,0.12,1179.12,31.22,0.0,621.1,-2.57
193.1,-0.18,1.98,1.73,0.03,0.05,0.07,0.13,1186.8,31.22,0.0,621.21,-2.64
193.11,-0.16,2.01,1.75,0.03,0.04,0.05,0.13,1189.05,31.22,0.0,621.49,-2.61
193.12,-0.14,2.06,1.76,0.03,0.04,0.03,0.12,1186.05,31.23,0.0,621.84,-2.49
193.13,-0.14,2.08,1.78,0.03,0.04,0.02,0.1,1181.68,31.23,0.0,622.1,-2.34
193.14,-0.15,2.07,1.8,0.04,0.04,0.02,0.09,1179.65,31.24,0.0,622.17,-2.21
193.15,-0.18,2.01,1.82,0.06,0.05,0.03,0.09,1181.05,31.24,0.0,622.05,-2.12
193.16,-0.21,1.92,1.83,0.07,0.06,0.04,0.09,1185.17,31.24,0.0,621.78,-2.1
193.17,-0.24,1.82,1.83,0.07,0.08,0.05,0.1,1190.69,31.23,0.0,621.44,-2.13
193.18,-0.25,1.74,1.82,0.08,0.1,0.06,0.11,1195.27,31.23,0.0,621.13,-2.21
193.19,-0.26,1.71,1.81,0.08,0.11,0.07,0.12,1195.58,31.22,0.0,620.94,-2.33
193.2,-0.25,1.74,1.8,0.07,0.11,0.08,0.12,1189.86,31.23,0.0,620.94,-2.52
193.21,-0.24,1.82,1.79,0.06,0.11,0.09,0.13,1180.75,31.23,0.0,621.08,-2.71
193.22,-0.22,1.9,1.78,0.05,0.1,0.09,0.12,1174.13,31.24,0.0,621.23,-2.86
193.23,-0.2,1.97,1.78,0.04,0.08,0.08,0.12,1174.23,31.25,0.0,621.3,-2.91
193.24,-0.18,2.02,1.79,0.03,0.06,0.06,0.11,1179.85,31.26,0.0,621.27,-2.87
193.25,-0.16,2.05,1.8,0.03,0.05,0.04,0.1,1185.64,31.26,0.0,621.18,-2.75
193.26,-0.14,2.09,1.82,0.03,0.04,0.03,0.1,1187.07,31.25,0.0,621.08,-2.57
193.27,-0.12,2.14,1.83,0.04,0.03,0.02,0.09,1184.04,31.24,0.0,620.99,-2.38
193.28,-0.11,2.16,1.85,0.05,0.04,0.02,0.08,1179.95,31.24,0.0,620.89,-2.23
193.29,-0.13,2.14,1.87,0.06,0.04,0.03,0.07,1178.07,31.23,0.0,620.76,-2.15
193.3,-0.16,2.08,1.88,0.08,0.06,0.03,0.06,1179.45,31.23,0.0,620.64,-2.14
193.31,-0.19,1.98,1.89,0.09,0.07,0.05,0.06,1183.73,31.23,0.0,620.68,-2.2
193.32,-0.22,1.86,1.89,0.1,0.08,0.06,0.06,1189.88,31.24,0.0,620.96,-2.32
193.33,-0.24,1.75,1.88,0.1,0.1,0.08,0.07,1195.44,31.25,0.0,621.39,-2.48
193.34,-0.24,1.67,1.88,0.09,0.11,0.09,0.09,1196.64,31.25,0.0,621.77,-2.62
193.35,-0.23,1.64,1.86,0.08,0.11,0.1,0.1,1191.38,31.25,0.0,621.93,-2.73
193.36,-0.22,1.67,1.85,0.07,0.11,0.11,0.11,1182.31,31.24,0.0,621.85,-2.8
193.37,-0.2,1.74,1.84,0.06,0.1,0.1,0.12,1175.55,31.24,0.0,621.61,-2.77
193.38,-0.19,1.83,1.83,0.04,0.09,0.09,0.12,1175.59,31.24,0.0,621.27,-2.66
193.39,-0.17,1.92,1.83,0.02,0.07,0.07,0.13,1181.27,31.25,0.0,620.92,-2.48
193.4,-0.15,2.01,1.83,0.02,0.06,0.06,0.12,1187.11,31.25,0.0,620.6,-2.33
193.41,-0.13,2.11,1.84,0.01,0.05,0.04,0.11,1188.44,31.26,0.0,620.3,-2.24
193.42,-0.11,2.19,1.84,0.02,0.04,0.02,0.1,1185.18,31.25,0.0,620.06,-2.22
193.43,-0.11,2.22,1.86,0.03,0.04,0.02,0.09,1180.95,31.25,0.0,619.95,-2.27
193.44,-0.12,2.19,1.87,0.05,0.04,0.01,0.07,1179.17,31.24,0.0,620.01,-2.36
193.45,-0.15,2.11,1.88,0.07,0.04,0.02,0.06,1180.82,31.24,0.0,620.17,-2.46
193.46,-0.18,2.0,1.89,0.08,0.05,0.02,0.05,1185.33,31.24,0.0,620.34,-2.56
