시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
191.56,-0.24,2.6,2.46,0.04,0.06,0.05,0.03,1426.53,32.1,0.0,843.73,-2.25
191.57,-0.22,2.58,2.47,0.03,0.05,0.06,0.04,1427.43,32.1,0.0,843.88,-2.41
191.58,-0.22,2.58,2.47,0.02,0.04,0.06,0.05,1425.14,32.1,0.0,844.06,-2.61
191.65,-0.24,2.64,2.57,0.09,0.08,0.01,0.09,1426.8,32.07,0.0,844.79,-2.08
191.66,-0.23,2.63,2.57,0.11,0.09,0.01,0.08,1435.94,32.07,0.0,844.83,-2.02
191.67,-0.22,2.64,2.57,0.11,0.09,0.03,0.08,1443.66,32.06,0.0,844.76,-2.05
191.68,-0.21,2.67,2.57,0.1,0.09,0.05,0.08,1448.73,32.06,0.0,844.55,-2.14
191.69,-0.2,2.72,2.57,0.08,0.08,0.08,0.08,1450.28,32.06,0.0,844.17,-2.27
191.7,-0.21,2.78,2.57,0.06,0.07,0.11,0.1,1448.35,32.07,0.0,843.6,-2.41
191.71,-0.23,2.83,2.57,0.04,0.06,0.13,0.13,1444.72,32.07,0.0,843.02,-2.53
191.72,-0.25,2.88,2.57,0.03,0.05,0.13,0.14,1442.45,32.06,0.0,842.73,-2.59
191.73,-0.27,2.91,2.58,0.02,0.04,0.11,0.14,1443.58,32.06,0.0,842.91,-2.58
191.74,-0.28,2.94,2.59,0.02,0.03,0.07,0.12,1447.85,32.06,0.0,843.49,-2.52
191.75,-0.28,2.97,2.61,0.02,0.02,0.04,0.1,1453.82,32.06,0.0,844.22,-2.42
191.76,-0.28,3.0,2.63,0.03,0.02,0.02,0.06,1460.03,32.06,0.0,844.91,-2.3
191.77,-0.27,3.02,2.64,0.05,0.03,0.01,0.03,1464.9,32.05,0.0,845.39,-2.2
191.78,-0.26,3.02,2.66,0.06,0.03,0.01,0.01,1466.87,32.04,0.0,845.6,-2.16
191.79,-0.26,2.99,2.66,0.08,0.05,0.02,0.0,1465.39,32.04,0.0,845.53,-2.18
191.8,-0.26,2.95,2.67,0.09,0.06,0.03,0.01,1461.43,32.04,0.0,845.27,-2.27
191.81,-0.25,2.9,2.67,0.1,0.07,0.04,0.02,1456.57,32.04,0.0,844.91,-2.39
191.82,-0.22,2.89,2.66,0.1,0.08,0.05,0.05,1452.09,32.05,0.0,844.52,-2.52
191.83,-0.17,2.9,2.66,0.1,0.08,0.07,0.07,1449.42,32.06,0.0,844.15,-2.63
191.84,-0.14,2.91,2.65,0.08,0.08,0.09,0.09,1450.56,32.06,0.0,843.84,-2.69
191.85,-0.14,2.93,2.64,0.06,0.07,0.1,0.1,1456.36,32.07,0.0,843.59,-2.66
191.86,-0.17,2.93,2.64,0.04,0.06,0.1,0.11,1465.16,32.07,0.0,843.39,-2.57
191.87,-0.2,2.92,2.64,0.03,0.05,0.09,0.11,1474.29,32.07,0.0,843.26,-2.45
191.88,-0.24,2.91,2.65,0.02,0.04,0.08,0.11,1481.71,32.07,0.0,843.18,-2.33
191.89,-0.26,2.89,2.66,0.02,0.03,0.07,0.11,1486.16,32.07,0.0,843.14,-2.22
191.9,-0.27,2.88,2.68,0.02,0.02,0.05,0.12,1486.77,32.07,0.0,843.14,-2.13
191.91,-0.29,2.87,2.71,0.03,0.01,0.04,0.12,1483.65,32.06,0.0,843.15,-2.07
191.92,-0.29,2.86,2.73,0.04,0.02,0.03,0.11,1478.38,32.06,0.0,843.21,-2.04
191.93,-0.29,2.85,2.75,0.06,0.03,0.03,0.1,1473.0,32.06,0.0,843.46,-2.08
191.94,-0.28,2.84,2.77,0.07,0.04,0.03,0.09,1468.96,32.06,0.0,843.98,-2.21
191.95,-0.26,2.82,2.77,0.08,0.06,0.03,0.09,1467.34,32.07,0.0,844.62,-2.38
191.96,-0.24,2.81,2.77,0.09,0.07,0.03,0.09,1469.49,32.07,0.0,845.09,-2.53
191.97,-0.23,2.79,2.76,0.09,0.07,0.03,0.09,1475.79,32.08,0.0,845.2,-2.62
191.98,-0.23,2.78,2.76,0.08,0.07,0.04,0.11,1484.6,32.09,0.0,844.95,-2.63
191.99,-0.23,2.78,2.76,0.07,0.07,0.04,0.12,1493.68,32.09,0.0,844.44,-2.56
192.0,-0.23,2.79,2.76,0.05,0.06,0.05,0.13,1501.43,32.09,0.0,843.78,-2.42
192.01,-0.22,2.8,2.76,0.03,0.06,0.06,0.14,1506.6,32.08,0.0,843.14,-2.26
192.02,-0.22,2.83,2.76,0.02,0.05,0.07,0.14,1508.11,32.07,0.0,842.65,-2.11
192.03,-0.24,2.86,2.77,0.02,0.04,0.06,0.13,1505.87,32.07,0.0,842.36,-2.0
192.04,-0.27,2.9,2.79,0.02,0.03,0.04,0.11,1501.2,32.07,0.0,842.29,-1.95
192.05,-0.3,2.93,2.8,0.03,0.03,0.02,0.1,1495.85,32.08,0.0,842.47,-1.97
192.06,-0.31,2.93,2.82,0.05,0.03,-0.0,0.09,1491.14,32.08,0.0,842.87,-2.07
192.07,-0.3,2.92,2.84,0.06,0.03,-0.02,0.1,1488.24,32.08,0.0,843.38,-2.21
192.08,-0.28,2.9,2.85,0.08,0.05,-0.03,0.11,1488.49,32.08,0.0,843.8,-2.37
192.09,-0.27,2.89,2.86,0.09,0.06,-0.03,0.11,1492.31,32.07,0.0,844.03,-2.5
192.1,-0.25,2.9,2.86,0.1,0.08,-0.02,0.11,1498.42,32.07,0.0,844.04,-2.6
