시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
117.66,-0.2,3.41,3.31,0.01,0.02,0.1,0.11,1140.88,29.15,0.0,792.84,-2.3
117.67,-0.22,3.31,3.34,0.02,0.02,0.07,0.09,1148.24,29.15,0.0,792.35,-2.55
117.68,-0.24,3.19,3.37,0.04,0.03,0.05,0.08,1154.1,29.15,0.0,792.05,-2.76
117.69,-0.27,3.1,3.39,0.06,0.04,0.03,0.07,1156.04,29.14,0.0,792.04,-2.84
117.7,-0.28,3.07,3.41,0.08,0.05,0.03,0.07,1154.22,29.14,0.0,792.27,-2.79
117.71,-0.28,3.09,3.42,0.1,0.06,0.02,0.06,1150.46,29.14,0.0,792.59,-2.66
117.72,-0.25,3.15,3.42,0.11,0.07,0.03,0.07,1146.65,29.13,0.0,792.86,-2.51
117.73,-0.21,3.23,3.42,0.11,0.08,0.03,0.07,1143.35,29.13,0.0,793.03,-2.37
117.8,-0.2,3.41,3.43,0.0,0.03,0.0,0.1,1142.57,29.16,0.0,791.65,-2.47
117.81,-0.19,3.42,3.46,0.0,0.02,-0.01,0.08,1152.48,29.16,0.0,791.39,-2.51
117.82,-0.21,3.41,3.48,0.01,0.02,-0.03,0.08,1160.83,29.16,0.0,791.39,-2.54
117.83,-0.22,3.41,3.5,0.02,0.03,-0.04,0.07,1166.84,29.16,0.0,791.59,-2.54
117.84,-0.22,3.42,3.52,0.05,0.04,-0.04,0.07,1170.62,29.15,0.0,791.92,-2.51
117.85,-0.22,3.44,3.53,0.08,0.05,-0.03,0.07,1173.17,29.15,0.0,792.26,-2.44
117.86,-0.22,3.45,3.55,0.1,0.07,-0.02,0.07,1176.55,29.14,0.0,792.51,-2.35
117.87,-0.26,3.43,3.55,0.11,0.08,0.0,0.08,1182.24,29.14,0.0,792.63,-2.26
117.88,-0.31,3.4,3.56,0.11,0.09,0.02,0.09,1188.38,29.13,0.0,792.64,-2.19
117.89,-0.35,3.4,3.56,0.1,0.1,0.04,0.1,1190.02,29.12,0.0,792.6,-2.17
117.9,-0.37,3.44,3.55,0.09,0.09,0.05,0.12,1183.82,29.12,0.0,792.58,-2.21
117.91,-0.35,3.53,3.55,0.07,0.09,0.06,0.14,1172.16,29.13,0.0,792.58,-2.31
117.92,-0.32,3.64,3.55,0.05,0.07,0.06,0.16,1161.33,29.14,0.0,792.56,-2.45
117.93,-0.27,3.75,3.56,0.03,0.05,0.06,0.16,1156.21,29.15,0.0,792.46,-2.61
117.94,-0.23,3.83,3.58,0.01,0.04,0.05,0.16,1156.47,29.16,0.0,792.32,-2.74
117.95,-0.2,3.88,3.6,0.0,0.02,0.04,0.15,1157.15,29.16,0.0,792.21,-2.79
117.96,-0.17,3.88,3.62,0.0,0.02,0.03,0.13,1153.82,29.15,0.0,792.21,-2.69
117.97,-0.16,3.86,3.65,0.01,0.01,0.0,0.12,1147.56,29.14,0.0,792.29,-2.5
117.98,-0.16,3.83,3.68,0.03,0.02,-0.02,0.11,1144.47,29.13,0.0,792.41,-2.28
117.99,-0.18,3.82,3.7,0.05,0.03,-0.02,0.11,1149.32,29.12,0.0,792.5,-2.1
118.0,-0.2,3.83,3.72,0.07,0.04,-0.01,0.1,1161.22,29.12,0.0,792.55,-2.0
118.01,-0.21,3.85,3.73,0.08,0.06,0.01,0.1,1176.06,29.12,0.0,792.54,-1.98
118.02,-0.19,3.89,3.74,0.09,0.07,0.04,0.1,1189.96,29.13,0.0,792.5,-2.04
118.03,-0.16,3.91,3.74,0.09,0.08,0.07,0.11,1200.38,29.14,0.0,792.46,-2.14
118.04,-0.15,3.9,3.73,0.08,0.09,0.08,0.11,1206.54,29.15,0.0,792.46,-2.28
118.05,-0.18,3.82,3.73,0.06,0.09,0.08,0.13,1209.04,29.15,0.0,792.54,-2.42
118.06,-0.23,3.71,3.72,0.05,0.08,0.07,0.15,1209.11,29.15,0.0,792.68,-2.53
118.07,-0.28,3.6,3.72,0.03,0.07,0.05,0.16,1208.02,29.15,0.0,792.82,-2.58
118.08,-0.28,3.52,3.73,0.01,0.06,0.02,0.17,1206.74,29.14,0.0,792.91,-2.54
118.09,-0.26,3.5,3.74,-0.0,0.04,-0.01,0.17,1205.19,29.14,0.0,792.97,-2.44
118.1,-0.22,3.54,3.76,-0.01,0.02,-0.05,0.17,1201.77,29.14,0.0,793.07,-2.3
118.11,-0.19,3.63,3.79,-0.01,0.02,-0.07,0.15,1195.36,29.14,0.0,793.28,-2.17
118.12,-0.17,3.75,3.81,0.01,0.01,-0.09,0.14,1187.8,29.14,0.0,793.52,-2.06
118.13,-0.18,3.87,3.83,0.02,0.02,-0.1,0.13,1183.41,29.14,0.0,793.61,-2.0
118.14,-0.2,3.95,3.85,0.04,0.03,-0.08,0.11,1185.11,29.13,0.0,793.39,-1.99
118.15,-0.22,4.0,3.87,0.06,0.04,-0.04,0.1,1191.91,29.13,0.0,792.95,-2.03
118.16,-0.22,4.03,3.88,0.08,0.05,-0.01,0.1,1200.49,29.14,0.0,792.47,-2.15
118.17,-0.2,4.05,3.89,0.09,0.07,0.02,0.1,1207.88,29.15,0.0,792.08,-2.33
118.18,-0.16,4.05,3.9,0.08,0.08,0.04,0.11,1212.7,29.15,0.0,791.84,-2.56
118.19,-0.13,4.02,3.9,0.08,0.09,0.05,0.12,1215.18,29.16,0.0,791.69,-2.75
118.2,-0.15,3.94,3.9,0.06,0.09,0.05,0.13,1216.26,29.16,0.0,791.56,-2.88
