시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
187.29,-0.3,2.72,2.58,0.1,0.09,0.05,0.1,1427.66,32.0,0.0,851.72,-2.45
187.3,-0.32,2.73,2.57,0.09,0.08,0.05,0.11,1435.06,31.99,0.0,851.58,-2.25
187.31,-0.33,2.74,2.57,0.08,0.07,0.05,0.11,1440.93,31.99,0.0,851.59,-2.11
187.32,-0.34,2.74,2.57,0.06,0.06,0.04,0.1,1445.15,31.98,0.0,851.75,-2.04
187.33,-0.36,2.73,2.58,0.05,0.04,0.03,0.08,1447.25,31.98,0.0,852.02,-2.04
187.34,-0.36,2.73,2.6,0.04,0.03,0.03,0.06,1445.82,31.98,0.0,852.25,-2.13
187.35,-0.34,2.73,2.62,0.04,0.03,0.02,0.06,1440.22,31.98,0.0,852.38,-2.28
187.36,-0.32,2.74,2.64,0.04,0.02,0.01,0.06,1432.64,31.98,0.0,852.37,-2.45
187.37,-0.28,2.77,2.65,0.05,0.03,0.0,0.07,1427.23,31.98,0.0,852.26,-2.59
187.38,-0.26,2.81,2.67,0.06,0.03,-0.01,0.07,1426.83,31.98,0.0,852.08,-2.65
187.39,-0.24,2.86,2.68,0.08,0.04,-0.02,0.06,1431.28,31.98,0.0,851.86,-2.63
187.4,-0.22,2.91,2.69,0.09,0.05,-0.02,0.05,1438.91,31.99,0.0,851.6,-2.54
187.41,-0.2,2.94,2.7,0.1,0.07,-0.01,0.06,1447.78,31.99,0.0,851.3,-2.4
187.42,-0.17,2.95,2.7,0.1,0.08,-0.0,0.06,1456.02,31.99,0.0,851.03,-2.26
187.43,-0.16,2.93,2.7,0.09,0.09,0.01,0.07,1462.52,31.99,0.0,850.94,-2.14
187.44,-0.16,2.89,2.69,0.08,0.09,0.03,0.06,1467.07,31.99,0.0,851.14,-2.07
187.45,-0.18,2.83,2.69,0.07,0.09,0.04,0.06,1469.81,31.99,0.0,851.53,-2.07
187.46,-0.21,2.79,2.68,0.06,0.08,0.04,0.05,1471.05,31.98,0.0,851.86,-2.15
187.47,-0.25,2.77,2.69,0.05,0.07,0.03,0.05,1471.28,31.98,0.0,851.95,-2.3
187.48,-0.27,2.79,2.7,0.03,0.05,0.02,0.07,1471.1,31.99,0.0,851.85,-2.5
