시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
17.08,-0.17,0.94,0.91,0.03,0.04,0.09,0.11,856.61,32.18,0.0,-0.48,-2.05
17.09,-0.15,0.95,0.93,0.04,0.05,0.09,0.09,865.4,32.18,0.0,-0.21,-1.97
17.1,-0.14,0.97,0.94,0.06,0.06,0.09,0.08,871.33,32.17,0.0,0.02,-1.97
17.11,-0.13,0.98,0.95,0.08,0.07,0.11,0.08,873.57,32.17,0.0,0.14,-2.04
17.12,-0.14,0.98,0.95,0.1,0.08,0.12,0.08,873.7,32.16,0.0,0.17,-2.16
17.13,-0.15,0.96,0.95,0.11,0.09,0.13,0.09,873.67,32.16,0.0,0.18,-2.32
17.14,-0.16,0.93,0.95,0.1,0.1,0.14,0.1,874.54,32.16,0.0,0.18,-2.48
17.15,-0.18,0.9,0.94,0.1,0.1,0.13,0.11,876.67,32.16,0.0,0.21,-2.62
17.16,-0.18,0.89,0.94,0.08,0.1,0.13,0.12,879.92,32.16,0.0,0.28,-2.73
17.17,-0.18,0.88,0.93,0.07,0.09,0.12,0.13,883.18,32.16,0.0,0.31,-2.78
17.18,-0.18,0.9,0.92,0.05,0.08,0.11,0.13,884.55,32.17,0.0,0.18,-2.76
17.19,-0.16,0.92,0.92,0.04,0.07,0.11,0.13,882.9,32.16,0.0,-0.22,-2.64
17.2,-0.15,0.95,0.93,0.04,0.06,0.1,0.13,879.4,32.16,0.0,-0.74,-2.45
17.21,-0.14,0.98,0.93,0.03,0.05,0.1,0.12,876.97,32.15,0.0,-1.05,-2.27
17.22,-0.13,1.0,0.95,0.04,0.05,0.09,0.1,877.8,32.14,0.0,-0.94,-2.11
17.23,-0.14,1.0,0.96,0.04,0.06,0.09,0.09,881.57,32.13,0.0,-0.48,-2.01
17.24,-0.15,1.0,0.98,0.05,0.06,0.09,0.08,886.34,32.13,0.0,0.09,-2.0
17.25,-0.16,1.01,0.99,0.07,0.07,0.09,0.07,890.29,32.14,0.0,0.55,-2.08
17.26,-0.18,1.03,1.0,0.08,0.08,0.1,0.07,892.95,32.15,0.0,0.77,-2.22
