시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
243.42,0.05,5.72,5.82,0.1,0.08,0.02,0.14,1431.35,32.22,0.0,1090.91,-2.45
243.43,-0.02,5.72,5.81,0.09,0.07,0.03,0.14,1437.32,32.21,0.0,1090.65,-2.63
243.44,-0.1,5.73,5.81,0.08,0.06,0.03,0.13,1440.44,32.21,0.0,1090.48,-2.74
243.45,-0.19,5.77,5.81,0.06,0.05,0.02,0.15,1441.69,32.21,0.0,1090.45,-2.76
243.46,-0.26,5.81,5.82,0.05,0.04,0.02,0.17,1441.45,32.21,0.0,1090.54,-2.7
243.47,-0.32,5.86,5.83,0.04,0.02,0.02,0.19,1438.78,32.21,0.0,1090.72,-2.57
243.48,-0.37,5.9,5.85,0.04,0.01,0.02,0.19,1433.11,32.21,0.0,1090.95,-2.39
243.49,-0.41,5.93,5.88,0.04,0.0,0.02,0.17,1426.52,32.21,0.0,1091.18,-2.22
243.51,-0.4,6.02,5.93,0.06,0.01,0.01,0.1,1426.91,32.21,0.0,1091.55,-2.06
243.52,-0.34,6.09,5.95,0.08,0.02,0.0,0.08,1435.45,32.21,0.0,1091.64,-2.09
243.53,-0.29,6.15,5.96,0.09,0.04,-0.01,0.06,1445.25,32.21,0.0,1091.6,-2.18
243.54,-0.26,6.19,5.97,0.09,0.06,-0.01,0.05,1453.01,32.21,0.0,1091.41,-2.32
243.55,-0.25,6.19,5.99,0.1,0.07,-0.02,0.05,1456.88,32.21,0.0,1091.11,-2.47
243.56,-0.23,6.18,6.0,0.09,0.08,-0.02,0.05,1455.85,32.21,0.0,1090.76,-2.58
243.57,-0.18,6.14,5.99,0.09,0.08,-0.03,0.05,1450.23,32.21,0.0,1090.4,-2.63
243.58,-0.11,6.11,5.98,0.08,0.08,-0.03,0.05,1443.03,32.21,0.0,1090.1,-2.62
243.59,-0.06,6.08,5.96,0.06,0.07,-0.03,0.05,1439.26,32.21,0.0,1089.94,-2.55
243.6,-0.04,6.08,5.94,0.05,0.06,-0.02,0.04,1442.15,32.21,0.0,1089.94,-2.43
243.61,-0.07,6.1,5.93,0.04,0.05,-0.01,0.03,1450.58,32.21,0.0,1090.07,-2.3
243.62,-0.12,6.14,5.93,0.03,0.04,0.01,0.03,1461.03,32.21,0.0,1090.23,-2.18
243.63,-0.18,6.2,5.93,0.02,0.02,0.04,0.04,1470.38,32.22,0.0,1090.33,-2.1
243.64,-0.23,6.27,5.95,0.02,0.02,0.07,0.05,1476.85,32.22,0.0,1090.37,-2.07
