시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
29.59,-0.21,1.9,1.9,-0.0,0.04,0.1,0.16,855.94,30.13,0.0,-0.88,-2.89
29.6,-0.19,1.91,1.91,-0.01,0.03,0.09,0.15,856.62,30.13,0.0,-1.08,-2.69
29.61,-0.18,1.93,1.94,-0.0,0.03,0.07,0.13,856.32,30.12,0.0,-1.27,-2.49
29.62,-0.17,1.96,1.96,0.0,0.03,0.07,0.12,856.04,30.11,0.0,-1.46,-2.34
29.63,-0.17,1.99,1.98,0.02,0.03,0.07,0.11,856.7,30.11,0.0,-1.63,-2.26
29.64,-0.16,2.0,2.0,0.04,0.04,0.09,0.11,858.7,30.11,0.0,-1.82,-2.26
29.65,-0.16,1.99,2.01,0.06,0.05,0.1,0.11,861.82,30.11,0.0,-1.96,-2.33
29.66,-0.15,1.99,2.02,0.08,0.06,0.12,0.12,865.89,30.12,0.0,-1.93,-2.46
29.67,-0.16,2.0,2.02,0.08,0.07,0.14,0.13,870.68,30.13,0.0,-1.66,-2.62
29.68,-0.16,2.04,2.02,0.08,0.08,0.15,0.14,875.38,30.13,0.0,-1.24,-2.79
29.69,-0.16,2.07,2.02,0.07,0.08,0.16,0.15,878.97,30.14,0.0,-0.82,-2.9
29.7,-0.15,2.08,2.01,0.05,0.08,0.16,0.17,880.95,30.14,0.0,-0.53,-2.94
29.71,-0.13,2.08,2.0,0.03,0.08,0.17,0.17,881.08,30.14,0.0,-0.44,-2.9
29.72,-0.11,2.07,2.0,0.01,0.07,0.17,0.18,878.93,30.13,0.0,-0.52,-2.8
29.73,-0.1,2.07,2.0,0.0,0.06,0.16,0.18,874.49,30.14,0.0,-0.74,-2.65
29.74,-0.09,2.08,2.01,-0.01,0.04,0.14,0.18,869.52,30.14,0.0,-0.99,-2.48
29.75,-0.11,2.09,2.03,-0.01,0.03,0.12,0.17,867.31,30.14,0.0,-1.12,-2.35
29.76,-0.14,2.09,2.05,-0.0,0.03,0.11,0.15,869.91,30.14,0.0,-1.02,-2.26
29.77,-0.18,2.1,2.08,0.01,0.04,0.1,0.14,876.26,30.14,0.0,-0.74,-2.24
29.78,-0.22,2.11,2.1,0.02,0.05,0.1,0.12,883.49,30.13,0.0,-0.36,-2.31
29.79,-0.24,2.13,2.12,0.03,0.06,0.1,0.12,889.18,30.13,0.0,0.02,-2.48
29.8,-0.23,2.15,2.13,0.05,0.07,0.11,0.12,892.81,30.13,0.0,0.35,-2.7
29.81,-0.21,2.17,2.14,0.06,0.08,0.13,0.12,895.99,30.13,0.0,0.55,-2.89
29.82,-0.19,2.17,2.14,0.06,0.09,0.14,0.14,900.36,30.13,0.0,0.63,-3.01
29.83,-0.16,2.15,2.14,0.06,0.09,0.15,0.15,905.57,30.13,0.0,0.59,-3.04
29.84,-0.14,2.13,2.14,0.06,0.1,0.17,0.16,909.7,30.13,0.0,0.43,-2.97
29.85,-0.12,2.11,2.13,0.04,0.1,0.18,0.17,911.28,30.13,0.0,0.15,-2.81
29.86,-0.11,2.09,2.12,0.02,0.09,0.18,0.17,910.39,30.13,0.0,-0.18,-2.62
29.87,-0.11,2.09,2.11,-0.01,0.08,0.18,0.17,908.14,30.12,0.0,-0.49,-2.44
29.88,-0.11,2.11,2.12,-0.02,0.06,0.16,0.17,905.69,30.12,0.0,-0.74,-2.31
