,time(sec),state
0,0.1926,0
0,0.2072,0
0,0.2174,0
0,0.2295,1
0,0.2438,1
0,0.2608,1
0,0.2739,1
0,0.2961,0
0,0.3062,0
0,0.317,0
0,0.3271,0
0,0.3373,0
0,0.348,0
0,0.3586,0
0,0.3737,0
0,0.3839,0
0,0.3941,0
0,0.4063,0
0,0.4211,0
0,0.4332,0
0,0.4453,0
0,0.4591,0
0,0.4693,0
0,0.4842,0
0,0.4953,0
0,0.5063,0
0,0.52,0
0,0.5301,0
0,0.5403,0
0,0.5505,0
0,0.5635,0
0,0.5738,0
0,0.5843,0
0,0.595,0
0,0.6063,0
0,0.6165,0
0,0.6266,0
0,0.6397,0
0,0.6498,0
0,0.661,0
0,0.6711,0
0,0.6812,0
0,0.6934,0
0,0.7035,0
0,0.7137,0
0,0.7254,0
0,0.7398,0
0,0.7547,1
0,0.7724,1
0,0.787,1
0,0.7971,1
0,0.8155,1
0,0.8271,0
0,0.8372,0
0,0.8474,0
0,0.8611,0
0,0.8719,0
0,0.8917,0
0,0.9079,0
0,0.9181,0
0,0.9282,0
0,0.9383,0
0,0.9486,0
0,0.9587,0
0,0.9689,0
0,0.979,0
0,0.9892,0
0,0.9993,0
0,1.0095,0
0,1.0196,0
0,1.0297,0
0,1.0399,0
0,1.05,0
0,1.0602,0
0,1.0703,0
0,1.0804,0
0,1.0905,0
0,1.1006,0
0,1.1108,0
0,1.1209,0
0,1.1311,0
0,1.1421,0
0,1.153,0
0,1.1637,0
0,1.1738,0
0,1.1848,0
0,1.1955,0
0,1.2057,0
0,1.2193,0
0,1.2294,0
0,1.2396,0
0,1.2508,0
0,1.2671,1
0,1.2772,1
0,1.2876,1
0,1.2999,1
0,1.3102,1
0,1.3206,1
0,1.3309,0
0,1.341,0
0,1.3511,0
0,1.3612,0
0,1.3713,0
0,1.3815,0
0,1.393,0
0,1.4031,0
0,1.414,0
0,1.4473,0
0,1.4614,0
0,1.4716,0
0,1.4818,0
0,1.4919,0
0,1.5021,0
0,1.5123,0
0,1.5226,0
0,1.5328,0
0,1.543,0
0,1.5592,0
0,1.5693,0
0,1.5794,0
0,1.5896,0
0,1.5998,0
0,1.61,0
0,1.621,0
0,1.6311,0
0,1.6412,0
0,1.6513,0
0,1.6615,0
0,1.6716,0
0,1.6817,0
0,1.6918,0
0,1.702,0
0,1.7149,0
0,1.7252,0
0,1.7353,0
0,1.7457,0
0,1.7558,0
0,1.7711,1
0,1.7851,1
0,1.7955,1
0,1.8055,0
0,1.8156,0
0,1.8257,0
0,1.8358,0
0,1.8459,0
0,1.856,0
0,1.8661,0
0,1.8762,0
0,1.8886,0
0,1.8988,0
0,1.9102,0
0,1.9209,0
0,1.931,0
0,1.9412,0
0,1.9513,0
0,1.9625,0
0,1.9727,0
0,1.9851,0
0,1.9953,0
0,2.0054,0
0,2.0156,0
0,2.0258,0
0,2.0359,0
0,2.046,0
0,2.0562,0
0,2.0663,0
0,2.0764,0
0,2.0865,0
0,2.0966,0
0,2.1068,0
0,2.1169,0
0,2.1271,0
0,2.1372,0
0,2.1474,0
0,2.1581,0
0,2.1683,0
0,2.1785,0
0,2.1886,0
0,2.1987,0
0,2.2088,0
0,2.2189,0
0,2.229,0
0,2.2391,0
0,2.2492,0
0,2.2625,0
0,2.273,1
0,2.2912,1
0,2.3045,1
0,2.3146,1
0,2.3272,0
0,2.3373,0
0,2.3474,0
0,2.3575,0
0,2.3677,0
0,2.3781,0
0,2.3883,0
0,2.4015,0
0,2.4117,0
0,2.4219,0
0,2.4321,0
0,2.4422,0
0,2.4523,0
0,2.465,0
0,2.4751,0
0,2.4852,0
0,2.4953,0
0,2.5054,0
0,2.5166,0
0,2.5274,0
0,2.5375,0
0,2.5476,0
0,2.5579,0
0,2.568,0
0,2.5781,0
0,2.5882,0
0,2.5983,0
0,2.6084,0
0,2.6186,0
0,2.6287,0
0,2.6388,0
0,2.6489,0
0,2.659,0
0,2.6691,0
0,2.6792,0
0,2.6893,0
0,2.6994,0
0,2.7095,0
0,2.7196,0
0,2.7297,0
0,2.7399,0
0,2.751,0
0,2.7613,0
0,2.7748,1
0,2.7873,1
0,2.7978,1
0,2.8203,1
0,2.8417,1
0,2.8548,0
0,2.8671,0
0,2.8805,0
0,2.8907,0
0,2.9009,0
0,2.9115,0
0,2.9216,0
0,2.9317,0
0,2.9418,0
0,2.9519,0
0,2.9621,0
0,2.9722,0
0,2.9823,0
0,2.9924,0
0,3.0025,0
0,3.0127,0
0,3.0228,0
0,3.0329,0
0,3.043,0
0,3.0531,0
0,3.0632,0
0,3.0733,0
0,3.0834,0
0,3.0935,0
0,3.1036,0
0,3.1137,0
0,3.1238,0
0,3.1339,0
0,3.144,0
0,3.1541,0
0,3.1642,0
0,3.1744,0
0,3.1846,0
0,3.1947,0
0,3.2048,0
0,3.2149,0
0,3.2251,0
0,3.2352,0
0,3.2452,0
0,3.2553,0
0,3.2654,0
0,3.2755,1
0,3.2857,1
0,3.3032,1
0,3.3136,1
0,3.3242,1
0,3.3343,0
0,3.3444,0
0,3.3545,0
0,3.3646,0
0,3.3747,0
0,3.3849,0
0,3.3951,0
0,3.4052,0
0,3.4153,0
0,3.4255,0
0,3.4356,0
0,3.4456,0
0,3.4557,0
0,3.4658,0
0,3.4759,0
0,3.486,0
0,3.496,0
0,3.5061,0
0,3.5162,0
0,3.5263,0
0,3.5364,0
0,3.5465,0
0,3.5566,0
0,3.5666,0
0,3.5767,0
0,3.5868,0
0,3.5969,0
0,3.607,0
0,3.6171,0
0,3.6272,0
0,3.6372,0
0,3.6473,0
0,3.6574,0
0,3.6675,0
0,3.6775,0
0,3.6876,0
0,3.6977,0
0,3.7078,0
0,3.7179,0
0,3.728,0
0,3.738,0
0,3.7481,0
0,3.7582,0
0,3.7683,0
0,3.783,1
0,3.7931,1
0,3.8071,0
0,3.8207,0
0,3.8308,0
0,3.8409,0
0,3.8511,0
0,3.8613,0
0,3.872,0
0,3.8821,0
0,3.8922,0
0,3.9023,0
0,3.9124,0
0,3.9225,0
0,3.9326,0
0,3.9427,0
0,3.9527,0
0,3.9628,0
0,3.9729,0
0,3.983,0
0,3.9931,0
0,4.0031,0
0,4.0132,0
0,4.0233,0
0,4.0334,0
0,4.0435,0
0,4.0535,0
0,4.0636,0
0,4.0737,0
0,4.0838,0
0,4.0939,0
0,4.1039,0
0,4.114,0
0,4.1241,0
0,4.1343,0
0,4.1444,0
0,4.1545,0
0,4.1647,0
0,4.1749,0
0,4.185,0
0,4.1951,0
0,4.2068,0
0,4.217,0
0,4.2271,0
0,4.2408,0
0,4.2511,0
0,4.2612,0
0,4.272,0
0,4.2828,1
0,4.2968,1
0,4.3144,1
0,4.3275,1
0,4.3441,0
0,4.3618,0
0,4.3771,0
0,4.4009,0
0,4.4119,0
0,4.4221,0
0,4.4323,0
0,4.4424,0
0,4.4525,0
0,4.4629,0
0,4.4771,0
0,4.488,0
0,4.4981,0
0,4.5082,0
0,4.5183,0
0,4.5293,0
0,4.5408,0
0,4.5555,0
0,4.5675,0
0,4.5781,0
0,4.5889,0
0,4.5991,0
0,4.6092,0
0,4.6193,0
0,4.6318,0
0,4.6443,0
0,4.6544,0
0,4.6645,0
0,4.678,0
0,4.6881,0
0,4.6983,0
0,4.7085,0
0,4.7186,0
0,4.7288,0
0,4.7389,0
0,4.7491,0
0,4.7592,0
0,4.7693,0
0,4.7794,0
0,4.7934,1
0,4.8036,1
0,4.8136,1
0,4.8247,1
0,4.8372,0
0,4.8473,0
0,4.8574,0
0,4.8675,0
0,4.8776,0
0,4.8877,0
0,4.8978,0
0,4.9079,0
0,4.9191,0
0,4.9335,0
0,4.9523,0
0,4.9666,0
0,4.9821,0
0,4.9954,0
0,5.0055,0
0,5.0156,0
0,5.026,0
0,5.0361,0
0,5.0463,0
0,5.0564,0
0,5.0665,0
0,5.0766,0
0,5.0868,0
0,5.097,0
0,5.1071,0
0,5.1172,0
0,5.1273,0
0,5.1377,0
0,5.1479,0
0,5.158,0
0,5.1681,0
0,5.1782,0
0,5.1883,0
0,5.1984,0
0,5.2085,0
0,5.2187,0
0,5.2288,0
0,5.2389,0
0,5.249,0
0,5.2591,0
0,5.2692,0
0,5.2793,0
0,5.2894,0
0,5.3032,1
0,5.3193,1
0,5.3294,1
0,5.3443,1
0,5.3574,0
0,5.3683,0
0,5.3828,0
0,5.4042,0
0,5.4258,0
0,5.4361,0
0,5.4488,0
0,5.4589,0
0,5.469,0
0,5.4791,0
0,5.4893,0
0,5.4995,0
0,5.5095,0
0,5.5196,0
0,5.5297,0
0,5.5398,0
0,5.5499,0
0,5.56,0
0,5.5701,0
0,5.5802,0
0,5.5906,0
0,5.6031,0
0,5.6133,0
0,5.6234,0
0,5.6335,0
0,5.6436,0
0,5.6538,0
0,5.664,0
0,5.6757,0
0,5.6858,0
0,5.6959,0
0,5.706,0
0,5.7162,0
0,5.7263,0
0,5.7364,0
0,5.7465,0
0,5.7566,0
0,5.7668,0
0,5.7769,0
0,5.787,0
0,5.7972,0
0,5.8104,1
0,5.8313,1
0,5.8414,1
0,5.852,1
0,5.8621,0
0,5.8722,0
0,5.8823,0
0,5.8924,0
0,5.9025,0
0,5.9125,0
0,5.9226,0
0,5.9327,0
0,5.9428,0
0,5.9529,0
0,5.963,0
0,5.9732,0
0,5.9833,0
0,5.9934,0
0,6.0036,0
0,6.0137,0
0,6.0238,0
0,6.0341,0
0,6.0443,0
0,6.0545,0
0,6.0647,0
0,6.0748,0
0,6.0872,0
0,6.0973,0
0,6.1074,0
0,6.1175,0
0,6.1276,0
0,6.1378,0
0,6.1479,0
0,6.158,0
0,6.168,0
0,6.1781,0
0,6.1882,0
0,6.1983,0
0,6.2084,0
0,6.2185,0
0,6.2286,0
0,6.2387,0
0,6.2488,0
0,6.2589,0
0,6.269,0
0,6.2791,0
0,6.2892,0
0,6.2993,0
0,6.3094,1
0,6.3217,1
0,6.3318,1
0,6.3424,1
0,6.355,0
0,6.3674,0
0,6.383,0
0,6.3959,0
0,6.406,0
0,6.4161,0
0,6.4263,0
0,6.4383,0
0,6.4484,0
0,6.4586,0
0,6.4687,0
0,6.4788,0
0,6.4889,0
0,6.499,0
0,6.5091,0
0,6.5193,0
0,6.5294,0
0,6.5395,0
0,6.5496,0
0,6.5596,0
0,6.5697,0
0,6.5798,0
0,6.5899,0
0,6.6,0
0,6.6101,0
0,6.6202,0
0,6.6302,0
0,6.6403,0
0,6.6504,0
0,6.6605,0
0,6.6705,0
0,6.6806,0
0,6.6907,0
0,6.7008,0
0,6.7109,0
0,6.7209,0
0,6.731,0
0,6.7411,0
0,6.7512,0
0,6.7612,0
0,6.7713,0
0,6.7814,0
0,6.7915,0
0,6.8016,0
0,6.8117,1
0,6.8218,1
0,6.8321,1
0,6.8425,1
0,6.8544,1
0,6.8654,0
0,6.8755,0
0,6.8856,0
0,6.8965,0
0,6.9066,0
0,6.9168,0
0,6.9271,0
0,6.9372,0
0,6.9473,0
0,6.9574,0
0,6.9675,0
0,6.9775,0
0,6.9876,0
0,6.9977,0
0,7.0078,0
0,7.0179,0
0,7.0279,0
0,7.038,0
0,7.0481,0
0,7.0582,0
0,7.0683,0
0,7.0784,0
0,7.0885,0
0,7.0985,0
0,7.1086,0
0,7.1189,0
0,7.129,0
0,7.1391,0
0,7.1491,0
0,7.1592,0
0,7.1693,0
0,7.1794,0
0,7.1894,0
0,7.1995,0
0,7.2096,0
0,7.2197,0
0,7.2298,0
0,7.2399,0
0,7.2499,0
0,7.26,0
0,7.2702,0
0,7.2802,0
0,7.2903,0
0,7.3004,0
0,7.3105,0
0,7.3211,1
0,7.3312,1
0,7.3413,1
0,7.3525,0
0,7.3626,0
0,7.3727,0
0,7.3828,0
0,7.3929,0
0,7.4031,0
0,7.4132,0
0,7.4233,0
0,7.4334,0
0,7.4435,0
0,7.4536,0
0,7.4637,0
0,7.4738,0
0,7.4839,0
0,7.4939,0
0,7.504,0
0,7.5141,0
0,7.5242,0
0,7.5343,0
0,7.5443,0
0,7.5544,0
0,7.5645,0
0,7.5746,0
0,7.5847,0
0,7.5947,0
0,7.6048,0
0,7.6149,0
0,7.625,0
0,7.6351,0
0,7.6451,0
0,7.6552,0
0,7.6653,0
0,7.6754,0
0,7.6855,0
0,7.6955,0
0,7.7056,0
0,7.7157,0
0,7.7258,0
0,7.7359,0
0,7.7459,0
0,7.756,0
0,7.7661,0
0,7.7762,0
0,7.7863,0
0,7.7964,0
0,7.8064,0
0,7.817,0
0,7.8275,1
0,7.8395,1
0,7.8524,0
0,7.8625,0
0,7.875,0
0,7.8851,0
0,7.8979,0
0,7.9086,0
0,7.9188,0
0,7.9289,0
0,7.939,0
0,7.9491,0
0,7.9592,0
0,7.9692,0
0,7.9793,0
0,7.9894,0
0,7.9995,0
0,8.0096,0
0,8.0196,0
0,8.0297,0
0,8.0398,0
0,8.0499,0
0,8.06,0
0,8.07,0
0,8.0801,0
0,8.0904,0
0,8.1005,0
0,8.1106,0
0,8.1207,0
0,8.1307,0
0,8.1408,0
0,8.1509,0
0,8.161,0
0,8.1711,0
0,8.1811,0
0,8.1912,0
0,8.2013,0
0,8.2114,0
0,8.2214,0
0,8.2315,0
0,8.2416,0
0,8.2517,0
0,8.2618,0
0,8.2718,0
0,8.282,0
0,8.292,0
0,8.3021,0
0,8.3122,0
0,8.3223,1
0,8.3326,1
0,8.3436,1
0,8.3546,0
0,8.3647,0
0,8.3748,0
0,8.3863,0
0,8.3964,0
0,8.4066,0
0,8.4167,0
0,8.4268,0
0,8.4373,0
0,8.4474,0
0,8.4575,0
0,8.4676,0
0,8.4777,0
0,8.4877,0
0,8.4978,0
0,8.5079,0
0,8.518,0
0,8.5281,0
0,8.5381,0
0,8.5482,0
0,8.5583,0
0,8.5684,0
0,8.5784,0
0,8.5885,0
0,8.5986,0
0,8.6087,0
0,8.6187,0
0,8.6288,0
0,8.6389,0
0,8.649,0
0,8.659,0
0,8.6691,0
0,8.6793,0
0,8.6894,0
0,8.6995,0
0,8.7095,0
0,8.7196,0
0,8.7297,0
0,8.7398,0
0,8.7499,0
0,8.7599,0
0,8.77,0
0,8.7801,0
0,8.7902,0
0,8.8002,0
0,8.8103,0
0,8.8205,0
0,8.8327,1
0,8.8436,1
0,8.8537,1
0,8.8678,0
0,8.8791,0
0,8.8892,0
0,8.8993,0
0,8.9123,0
0,8.9223,0
0,8.9324,0
0,8.9432,0
0,8.9533,0
0,8.9634,0
0,8.9735,0
0,8.9838,0
0,8.9939,0
0,9.004,0
0,9.014,0
0,9.0241,0
0,9.0342,0
0,9.0443,0
0,9.0544,0
0,9.0645,0
0,9.0745,0
0,9.0846,0
0,9.0947,0
0,9.1048,0
0,9.1148,0
0,9.1249,0
0,9.135,0
0,9.1451,0
0,9.1552,0
0,9.1652,0
0,9.1754,0
0,9.1854,0
0,9.1955,0
0,9.2056,0
0,9.2157,0
0,9.2257,0
0,9.2358,0
0,9.2459,0
0,9.256,0
0,9.2661,0
0,9.2761,0
0,9.2862,0
0,9.2963,0
0,9.3064,0
0,9.3165,0
0,9.3266,0
0,9.3391,1
0,9.3492,1
0,9.3596,1
0,9.3878,0
0,9.3992,0
0,9.4191,0
0,9.4352,0
0,9.4455,0
0,9.4566,0
0,9.4667,0
0,9.4769,0
0,9.487,0
0,9.4971,0
0,9.5072,0
0,9.5175,0
0,9.5276,0
0,9.5377,0
0,9.5478,0
0,9.5579,0
0,9.5679,0
0,9.578,0
0,9.5881,0
0,9.5982,0
0,9.6083,0
0,9.6184,0
0,9.6284,0
0,9.6385,0
0,9.6486,0
0,9.6587,0
0,9.6688,0
0,9.6788,0
0,9.6889,0
0,9.699,0
0,9.7091,0
0,9.7192,0
0,9.7292,0
0,9.7393,0
0,9.7494,0
0,9.7595,0
0,9.7696,0
0,9.7796,0
0,9.7899,0
0,9.8,0
0,9.8101,0
0,9.8202,0
0,9.8302,0
0,9.8406,1
0,9.8507,1
0,9.8608,1
0,9.8724,0
0,9.8825,0
0,9.893,0
0,9.9039,0
0,9.914,0
0,9.9272,0
0,9.9374,0
0,9.9475,0
0,9.9576,0
0,9.9678,0
0,9.9779,0
0,9.988,0
0,9.9981,0
0,10.0081,0
0,10.0182,0
0,10.0283,0
0,10.0384,0
0,10.0485,0
0,10.0585,0
0,10.0686,0
0,10.0787,0
0,10.0888,0
0,10.0993,0
0,10.1094,0
0,10.1195,0
0,10.1296,0
0,10.1397,0
0,10.1498,0
0,10.1598,0
0,10.1699,0
0,10.18,0
0,10.1901,0
0,10.2002,0
0,10.2103,0
0,10.2203,0
0,10.2304,0
0,10.2405,0
0,10.2506,0
0,10.2607,0
0,10.2707,0
0,10.2808,0
0,10.2909,0
0,10.301,0
0,10.3111,0
0,10.3212,0
0,10.3313,0
0,10.3414,1
0,10.3536,1
0,10.3637,1
0,10.3738,0
0,10.3839,0
0,10.394,0
0,10.4041,0
0,10.4142,0
0,10.4243,0
0,10.436,0
0,10.4461,0
0,10.4564,0
0,10.4665,0
0,10.4767,0
0,10.4868,0
0,10.4969,0
0,10.507,0
0,10.5171,0
0,10.5271,0
0,10.5372,0
0,10.5473,0
0,10.5574,0
0,10.5675,0
0,10.5775,0
0,10.5876,0
0,10.5977,0
0,10.6078,0
0,10.6179,0
0,10.6279,0
0,10.638,0
0,10.6481,0
0,10.6582,0
0,10.6683,0
0,10.6783,0
0,10.6885,0
0,10.6985,0
0,10.7086,0
0,10.7193,0
0,10.7293,0
0,10.7394,0
0,10.7495,0
0,10.7596,0
0,10.7697,0
0,10.7797,0
0,10.7898,0
0,10.7999,0
0,10.81,0
0,10.8201,0
0,10.8302,0
0,10.8431,1
0,10.8532,1
0,10.8643,1
0,10.8791,1
0,10.8892,0
0,10.8993,0
0,10.9094,0
0,10.9195,0
0,10.9296,0
0,10.9404,0
0,10.9506,0
0,10.9608,0
0,10.9709,0
0,10.981,0
0,10.9911,0
0,11.0011,0
0,11.0112,0
0,11.0213,0
0,11.0314,0
0,11.0415,0
0,11.0515,0
0,11.0616,0
0,11.0717,0
0,11.0818,0
0,11.0919,0
0,11.1024,0
0,11.1125,0
0,11.1226,0
0,11.1327,0
0,11.1427,0
0,11.1528,0
0,11.1629,0
0,11.173,0
0,11.1831,0
0,11.1931,0
0,11.2032,0
0,11.2133,0
0,11.2234,0
0,11.2335,0
0,11.2435,0
0,11.2536,0
0,11.2637,0
0,11.2738,0
0,11.2839,0
0,11.2939,0
0,11.304,0
0,11.3141,0
0,11.3242,0
0,11.3343,0
0,11.3445,1
0,11.3545,1
0,11.3646,1
0,11.3784,0
0,11.3885,0
0,11.3986,0
0,11.4087,0
0,11.4188,0
0,11.429,0
0,11.4391,0
0,11.4493,0
0,11.4594,0
0,11.4695,0
0,11.4796,0
0,11.4897,0
0,11.4998,0
0,11.5099,0
0,11.5199,0
0,11.53,0
0,11.5401,0
0,11.5502,0
0,11.5603,0
0,11.5703,0
0,11.5804,0
0,11.5905,0
0,11.6006,0
0,11.6107,0
0,11.6207,0
0,11.6308,0
0,11.6409,0
0,11.651,0
0,11.661,0
0,11.6711,0
0,11.6812,0
0,11.6913,0
0,11.7014,0
0,11.7115,0
0,11.7216,0
0,11.7316,0
0,11.7417,0
0,11.7518,0
0,11.7619,0
0,11.7719,0
0,11.782,0
0,11.7921,0
0,11.8022,0
0,11.8123,0
0,11.8223,0
0,11.8324,0
0,11.8425,0
0,11.8534,1
0,11.8647,1
0,11.8786,1
0,11.8919,0
0,11.902,0
0,11.9122,0
0,11.9232,0
0,11.9354,0
0,11.9455,0
0,11.9577,0
0,11.9678,0
0,11.978,0
0,11.9881,0
0,11.9981,0
0,12.0082,0
0,12.0183,0
0,12.0284,0
0,12.0385,0
0,12.0485,0
0,12.0586,0
0,12.0687,0
0,12.0788,0
0,12.0889,0
0,12.0989,0
0,12.109,0
0,12.1191,0
0,12.1292,0
0,12.1393,0
0,12.1494,0
0,12.1594,0
0,12.1695,0
0,12.1796,0
0,12.1897,0
0,12.1998,0
0,12.2098,0
0,12.2199,0
0,12.23,0
0,12.2401,0
0,12.2502,0
0,12.2602,0
0,12.2703,0
0,12.2804,0
0,12.2905,0
0,12.3006,0
0,12.3107,0
0,12.3208,0
0,12.3308,0
0,12.341,0
0,12.3528,1
0,12.363,1
0,12.3731,1
0,12.3846,1
0,12.3947,0
0,12.4049,0
0,12.4152,0
0,12.4253,0
0,12.4354,0
0,12.4474,0
0,12.4575,0
0,12.4676,0
0,12.4777,0
0,12.4878,0
0,12.4979,0
0,12.508,0
0,12.5181,0
0,12.5282,0
0,12.5382,0
0,12.5483,0
0,12.5584,0
0,12.5685,0
0,12.5786,0
0,12.5886,0
0,12.5987,0
0,12.6088,0
0,12.6189,0
0,12.6289,0
0,12.639,0
0,12.6491,0
0,12.6592,0
0,12.6693,0
0,12.6793,0
0,12.6894,0
0,12.6995,0
0,12.7096,0
0,12.7197,0
0,12.7298,0
0,12.7398,0
0,12.7499,0
0,12.76,0
0,12.7701,0
0,12.7802,0
0,12.7902,0
0,12.8003,0
0,12.8104,0
0,12.8205,0
0,12.8306,0
0,12.8407,0
0,12.8507,0
0,12.8615,1
0,12.872,1
0,12.8821,1
0,12.8956,0
0,12.9059,0
0,12.919,0
0,12.929,0
0,12.9403,0
0,12.9504,0
0,12.9606,0
0,12.9707,0
0,12.9808,0
0,12.9909,0
0,13.001,0
0,13.0111,0
0,13.0212,0
0,13.0313,0
0,13.0413,0
0,13.0514,0
0,13.0615,0
0,13.0716,0
0,13.0817,0
0,13.0917,0
0,13.1018,0
0,13.1119,0
0,13.122,0
0,13.1321,0
0,13.1422,0
0,13.1523,0
0,13.1623,0
0,13.1724,0
0,13.1825,0
0,13.1926,0
0,13.2027,0
0,13.2127,0
0,13.2228,0
0,13.2329,0
0,13.2429,0
0,13.253,0
0,13.2631,0
0,13.2732,0
0,13.2833,0
0,13.2933,0
0,13.3034,0
0,13.3135,0
0,13.3236,0
0,13.3337,0
0,13.3437,0
0,13.3538,0
0,13.3673,1
0,13.3775,1
0,13.3895,1
0,13.3997,0
0,13.4098,0
0,13.4199,0
0,13.43,0
0,13.4401,0
0,13.4502,0
0,13.4605,0
0,13.4707,0
0,13.4824,0
0,13.4925,0
0,13.5026,0
0,13.5127,0
0,13.5228,0
0,13.5329,0
0,13.543,0
0,13.5531,0
0,13.5631,0
0,13.5732,0
0,13.5833,0
0,13.5934,0
0,13.6035,0
0,13.6135,0
0,13.6236,0
0,13.6337,0
0,13.6438,0
0,13.6539,0
0,13.6639,0
0,13.674,0
0,13.6841,0
0,13.6942,0
