,time(sec),state
0,0.1557,0
0,0.1768,0
0,0.1869,0
0,0.1972,1
0,0.2127,1
0,0.226,1
0,0.2363,0
0,0.2472,0
0,0.2573,0
0,0.2689,0
0,0.279,0
0,0.2925,0
0,0.3056,0
0,0.3159,0
0,0.326,0
0,0.3361,0
0,0.3463,0
0,0.3565,0
0,0.3666,0
0,0.3847,0
0,0.3973,0
0,0.4138,0
0,0.428,0
0,0.4479,0
0,0.458,0
0,0.4681,0
0,0.4782,0
0,0.4883,0
0,0.4984,0
0,0.5085,0
0,0.5186,0
0,0.5287,0
0,0.5388,0
0,0.5489,0
0,0.559,0
0,0.5691,0
0,0.5804,0
0,0.5905,0
0,0.6006,0
0,0.6106,0
0,0.6207,0
0,0.6308,0
0,0.6409,0
0,0.6509,0
0,0.661,0
0,0.6711,0
0,0.6812,0
0,0.6914,1
0,0.7014,1
0,0.7116,1
0,0.7249,0
0,0.7357,0
0,0.7458,0
0,0.7559,0
0,0.7659,0
0,0.776,0
0,0.793,0
0,0.8031,0
0,0.8132,0
0,0.8235,0
0,0.8337,0
0,0.8442,0
0,0.8544,0
0,0.8645,0
0,0.8746,0
0,0.8847,0
0,0.8949,0
0,0.905,0
0,0.9151,0
0,0.9252,0
0,0.9353,0
0,0.9454,0
0,0.9555,0
0,0.9662,0
0,0.9764,0
0,0.9865,0
0,0.9966,0
0,1.0067,0
0,1.0168,0
0,1.0269,0
0,1.0372,0
0,1.0533,0
0,1.0634,0
0,1.0741,0
0,1.0849,0
0,1.0981,0
0,1.1083,0
0,1.1184,0
0,1.1285,0
0,1.1387,0
0,1.1508,0
0,1.1609,0
0,1.1711,0
0,1.1812,0
0,1.1913,0
0,1.2173,1
0,1.2307,1
0,1.2509,1
0,1.2638,1
0,1.2779,0
0,1.2905,0
0,1.307,0
0,1.3172,0
0,1.3274,0
0,1.3376,0
0,1.3479,0
0,1.358,0
0,1.3682,0
0,1.3783,0
0,1.3884,0
0,1.3991,0
0,1.4108,0
0,1.4209,0
0,1.431,0
0,1.4411,0
0,1.4512,0
0,1.4613,0
0,1.4714,0
0,1.4815,0
0,1.4917,0
0,1.5018,0
0,1.5119,0
0,1.522,0
0,1.5321,0
0,1.5422,0
0,1.5523,0
0,1.5624,0
0,1.5725,0
0,1.5839,0
0,1.594,0
0,1.6041,0
0,1.6142,0
0,1.6243,0
0,1.6344,0
0,1.6445,0
0,1.6546,0
0,1.6647,0
0,1.6749,0
0,1.6851,0
0,1.6952,0
0,1.7054,0
0,1.7171,0
0,1.7376,1
0,1.7521,1
0,1.7786,1
0,1.7958,1
0,1.817,0
0,1.829,0
0,1.8435,0
0,1.8543,0
0,1.8644,0
0,1.8744,0
0,1.8845,0
0,1.8946,0
0,1.9047,0
0,1.9148,0
0,1.9249,0
0,1.935,0
0,1.9451,0
0,1.9552,0
0,1.9653,0
0,1.9754,0
0,1.9878,0
0,2.0003,0
0,2.0132,0
0,2.0233,0
0,2.0334,0
0,2.0435,0
0,2.0568,0
0,2.0669,0
0,2.0815,0
0,2.0916,0
0,2.1018,0
0,2.1118,0
0,2.122,0
0,2.1321,0
0,2.1422,0
0,2.1523,0
0,2.1624,0
0,2.1725,0
0,2.1825,0
0,2.1926,0
0,2.2027,0
0,2.2128,0
0,2.2229,0
0,2.233,0
0,2.2449,1
0,2.2569,1
0,2.267,1
0,2.2771,1
0,2.2873,0
0,2.2974,0
0,2.3075,0
0,2.3175,0
0,2.3276,0
0,2.3377,0
0,2.3478,0
0,2.3579,0
0,2.368,0
0,2.3781,0
0,2.3882,0
0,2.4053,0
0,2.4154,0
0,2.4256,0
0,2.4358,0
0,2.4459,0
0,2.456,0
0,2.4662,0
0,2.4764,0
0,2.4865,0
0,2.4966,0
0,2.5101,0
